City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
360,La Roche-Sur-Yon,FR,46.67,-1.43,57.2,100,78,3.36,broken clouds
361,Hokitika,NZ,-42.72,170.97,51.42,60,17,7.49,few clouds
362,Oyugis,KE,-0.51,34.74,62.6,88,75,3.11,broken clouds
363,Comodoro Rivadavia,AR,-45.87,-67.5,39.2,80,24,11.41,few clouds
364,Torbat-E Jam,IR,35.24,60.62,51.94,39,0,7.43,clear sky
365,Makaryev,RU,57.88,43.81,48.49,79,100,5.75,overcast clouds
366,Riva,US,38.95,-76.58,60.01,93,100,1.01,heavy intensity rain
367,Bilma,NE,18.69,12.92,84.92,14,2,6.76,clear sky
368,Palmer,US,42.16,-72.33,71.01,100,90,5.82,overcast clouds
369,Pokhara,NP,28.23,83.98,79.47,62,0,4.56,clear sky
370,Saint-Pierre,RE,-21.34,55.48,75.2,57,4,2.24,clear sky
371,Stornoway,GB,58.21,-6.39,51.8,71,100,20.8,moderate rain
372,Carutapera,BR,-1.2,-46.02,77.05,86,1,5.91,clear sky
373,Soe,ID,-9.86,124.28,87.42,32,90,13.18,overcast clouds
374,Tilichiki,RU,60.47,166.1,40.86,90,100,6.29,light rain
375,Venkatagiri,IN,13.97,79.58,78.8,88,75,5.95,light intensity drizzle
376,Garowe,SO,8.41,48.48,72.59,85,100,6.51,moderate rain
377,Tari,NG,12.41,4.49,76.55,77,91,7.45,overcast clouds
378,Kuldur,RU,49.22,131.63,53.44,44,0,6.2,clear sky
379,Komsomolskiy,UZ,40.43,71.72,57.2,50,40,2.24,light rain
380,Ranong,TH,9.97,98.63,86.0,79,40,5.82,scattered clouds
381,Harrai,IN,22.62,79.22,78.58,74,31,8.43,scattered clouds
382,Khash,IR,28.22,61.22,59.29,31,82,8.79,broken clouds
383,Merauke,ID,-8.47,140.33,84.04,65,56,22.03,broken clouds
384,Monte Alegre,BR,-2.01,-54.07,79.95,63,0,5.19,clear sky
385,Jacala,MX,21.02,-99.18,47.8,90,4,1.86,clear sky
386,Bontang,ID,0.13,117.5,82.53,74,80,5.79,broken clouds
387,Cocobeach,GA,1.0,9.58,78.8,83,40,6.93,scattered clouds
388,Saint George,US,37.1,-113.58,75.99,10,1,4.7,clear sky
389,Menemen,TR,38.61,27.07,60.8,72,40,2.24,scattered clouds
390,Tura,IN,25.52,90.22,86.65,69,68,1.14,broken clouds
391,Barcelona,ES,41.39,2.16,63.0,77,20,10.29,few clouds
392,Tynda,RU,55.17,124.72,49.64,57,98,3.36,overcast clouds
393,Jiayuguan,CN,39.82,98.3,49.19,48,68,3.18,broken clouds
394,Pisco,PE,-13.7,-76.22,63.0,82,13,6.93,few clouds
395,Warrnambool,AU,-38.38,142.48,62.01,83,100,10.0,overcast clouds
396,Inuvik,CA,68.35,-133.72,39.2,86,75,4.7,broken clouds
397,Faya,SA,18.39,42.45,59.0,51,0,1.48,clear sky
398,Carahue,CL,-38.7,-73.17,48.2,93,90,12.75,moderate rain
399,Skegness,GB,53.14,0.34,51.01,100,40,5.82,mist
400,Muros,ES,42.78,-9.06,54.0,94,5,1.99,clear sky
401,Iralaya,HN,15.0,-83.23,82.11,78,23,6.33,few clouds
402,Gravdal,NO,68.12,13.5,48.2,100,75,3.36,broken clouds
403,Lehi,US,40.39,-111.85,61.0,38,0,10.0,clear sky
404,Balkanabat,TM,39.51,54.37,63.39,27,0,6.89,clear sky
405,Clarksburg,US,39.28,-80.34,55.0,93,90,4.7,overcast clouds
406,Hervey Bay,AU,-25.3,152.85,77.0,47,57,7.0,broken clouds
407,Edson,CA,53.58,-116.44,48.2,61,90,4.7,overcast clouds
408,Kushima,JP,31.46,131.23,69.8,94,75,3.36,light intensity shower rain
409,Linguere,SN,15.4,-15.12,82.47,59,0,7.47,clear sky
410,Burnie,AU,-41.07,145.92,55.0,83,100,10.0,overcast clouds
411,Linjiang,CN,41.81,126.91,64.6,43,9,3.65,clear sky
412,Dwarka,IN,22.24,68.97,82.94,66,46,10.76,scattered clouds
413,Muisne,EC,0.6,-80.03,73.31,85,98,9.91,overcast clouds
414,Leon,MX,21.12,-101.67,59.0,62,40,6.93,scattered clouds
415,Payo,ID,-3.75,103.64,89.73,47,55,5.99,broken clouds
416,Nuuk,GL,64.18,-51.72,30.2,68,0,13.87,clear sky
417,Kyzyl-Suu,KG,42.34,78.0,53.29,41,33,3.2,scattered clouds
418,Abu Zabad,SD,12.35,29.25,76.44,79,100,8.66,overcast clouds
419,Manikpur,IN,25.07,81.12,84.02,46,19,7.0,few clouds
420,Niquero,CU,20.04,-77.58,80.58,73,33,3.24,scattered clouds
421,San Juan,AR,-31.54,-68.54,65.1,22,0,11.01,clear sky
422,Trairi,BR,-3.28,-39.27,78.94,75,67,14.34,broken clouds
423,Airai,TL,-8.93,125.41,78.48,47,97,6.29,overcast clouds
424,Vestmannaeyjar,IS,63.44,-20.27,43.63,72,2,9.8,clear sky
425,Flin Flon,CA,54.77,-101.86,45.21,84,79,10.22,broken clouds
426,Gnjilane,XK,42.46,21.47,48.2,76,40,3.36,scattered clouds
427,Madaoua,NE,14.07,5.96,81.79,63,94,7.02,overcast clouds
428,Pokhvistnevo,RU,53.65,52.13,51.71,78,1,5.37,clear sky
429,Dzaoudzi,YT,-12.79,45.27,78.8,78,20,11.41,few clouds
430,Nome,US,64.5,-165.41,42.8,60,90,3.02,overcast clouds
431,Porto Belo,BR,-27.16,-48.55,68.0,88,75,3.36,broken clouds
432,Asau,RO,46.43,26.4,51.01,88,99,8.81,overcast clouds
433,El Angel,EC,0.62,-77.93,43.48,100,58,5.26,broken clouds
434,Kingston,JM,18.0,-76.79,82.4,83,75,16.11,broken clouds
435,Grand Gaube,MU,-20.01,57.66,73.0,80,91,7.0,light rain
436,El Alto,PE,-4.27,-81.21,61.54,85,12,14.83,few clouds
437,Balakhninskiy,RU,58.01,114.28,45.14,66,100,4.16,overcast clouds
438,Ergani,TR,38.27,39.76,66.2,45,40,5.82,scattered clouds
439,Havoysund,NO,71.0,24.66,46.4,93,40,6.93,scattered clouds
440,Kloulklubed,PW,7.04,134.26,84.2,70,90,8.05,moderate rain
441,Sawtell,AU,-30.38,153.1,69.8,52,40,17.22,scattered clouds
442,Chara,RU,56.91,118.26,45.61,58,100,1.54,overcast clouds
443,Pangnirtung,CA,66.15,-65.71,26.4,86,0,6.53,clear sky
444,Vicente Guerrero,MX,19.12,-98.17,48.04,77,94,10.51,overcast clouds
445,Cap Malheureux,MU,-19.98,57.61,73.0,80,87,5.99,light rain
446,Auki,SB,-8.77,160.7,84.18,75,22,8.01,light rain
447,Abbeville,FR,50.1,1.83,57.99,58,78,6.26,broken clouds
448,Acarigua,VE,9.55,-69.2,66.2,93,86,9.17,overcast clouds
449,Weligama,LK,5.97,80.42,80.01,82,100,9.71,overcast clouds
450,Mayumba,GA,-3.43,10.66,75.15,79,100,5.44,overcast clouds
451,Lexington,US,37.99,-84.48,51.01,93,75,6.93,broken clouds
452,Tombouctou,ML,20.0,-3.0,91.27,15,0,4.05,clear sky
453,Guerrero Negro,MX,27.98,-114.06,80.98,49,0,6.22,clear sky
454,Palanga,LT,55.92,21.07,46.4,93,27,8.05,scattered clouds
455,Sajanan,TN,37.06,9.24,62.6,77,1,5.82,clear sky
456,Christchurch,NZ,-43.53,172.63,55.4,35,0,10.29,clear sky
457,Obo,CF,5.4,26.49,67.03,98,100,2.86,overcast clouds
458,Saint-Philippe,RE,-21.36,55.77,75.2,57,29,2.24,scattered clouds
459,Fasa,IR,28.94,53.65,57.2,54,0,4.7,clear sky
460,Outjo,NA,-20.12,16.15,55.2,36,21,5.41,few clouds
461,Barcelos,PT,41.54,-8.62,57.99,100,0,2.73,clear sky
462,Floro,NO,61.6,5.03,51.8,93,98,4.7,overcast clouds
463,Sorong,ID,-0.88,131.25,82.13,72,100,5.73,heavy intensity rain
464,Jibuti,DJ,11.5,42.5,86.0,79,20,8.19,few clouds
465,Yerbogachen,RU,61.28,108.01,37.85,67,0,5.55,clear sky
466,Fare,PF,-16.7,-151.02,79.18,77,2,21.97,clear sky
467,Orlik,RU,52.52,99.83,39.27,67,95,2.37,overcast clouds
468,Ipanema,BR,-30.14,-51.22,66.2,82,87,1.21,overcast clouds
469,Male,MV,4.17,73.51,86.0,74,75,8.05,broken clouds
470,Kaiyuan,CN,23.7,103.3,78.91,68,61,2.15,broken clouds
471,Sinesti,RO,47.12,27.18,54.0,93,88,2.24,overcast clouds
472,Ayan,RU,56.45,138.17,51.3,59,71,10.4,broken clouds
473,Panama City,PA,8.99,-79.52,80.6,83,100,2.24,light rain
474,Dabat,ET,12.98,37.77,54.43,80,0,2.37,clear sky
475,Adamas,GR,36.73,24.43,71.6,64,0,10.29,clear sky
476,Mandalgovi,MN,45.76,106.27,50.77,54,95,20.89,overcast clouds
477,Ishigaki,JP,24.34,124.16,80.6,74,75,11.41,broken clouds
478,Vigeland,NO,58.08,7.3,55.99,97,100,8.01,overcast clouds
479,Trat,TH,12.5,102.5,86.0,74,20,8.05,few clouds
480,Brae,GB,60.4,-1.35,51.8,81,45,19.46,scattered clouds
481,Dingle,PH,11.0,122.67,86.34,70,100,3.91,overcast clouds
482,Selkirk,CA,50.14,-96.88,52.0,81,90,12.75,overcast clouds
483,Ikongo,MG,-21.88,47.43,69.87,53,0,0.72,clear sky
484,Ouesso,CG,1.61,16.05,68.7,92,49,2.73,scattered clouds
485,Srandakan,ID,-7.94,110.25,86.0,51,88,12.75,overcast clouds
486,Mount Pleasant,US,32.79,-79.86,66.2,100,90,8.05,overcast clouds
487,George,ZA,-33.96,22.46,42.8,87,3,3.36,clear sky
488,Shuyskoye,RU,59.37,41.03,46.58,81,97,5.79,overcast clouds
489,Manokwari,ID,-0.87,134.08,83.84,72,21,6.38,few clouds
490,Gigmoto,PH,13.78,124.39,87.66,61,100,2.51,overcast clouds
491,La Ronge,CA,55.1,-105.28,51.8,53,75,17.22,broken clouds
492,Sturgeon Bay,US,44.83,-87.38,51.8,93,90,3.36,overcast clouds
493,Cockburn Town,TC,21.46,-71.14,84.61,78,61,18.32,broken clouds
494,Brcko,BA,44.87,18.81,55.0,100,90,1.12,fog
495,Chapais,CA,49.78,-74.85,50.0,87,75,5.82,broken clouds
496,Gargzdai,LT,55.71,21.4,46.4,93,33,6.93,scattered clouds
497,Esperance,AU,-33.87,121.9,64.4,63,75,8.05,broken clouds
498,Gamba,GA,-2.65,10.0,73.69,77,91,2.57,overcast clouds
499,Noumea,NC,-22.28,166.46,75.2,47,40,21.92,scattered clouds
500,Paamiut,GL,61.99,-49.67,31.06,76,0,7.11,clear sky
501,Shenzhen,CN,22.55,114.07,89.01,74,20,6.71,few clouds
502,Vao,NC,-22.67,167.48,66.78,73,0,24.58,clear sky
503,Los Llanos De Aridane,ES,28.66,-17.92,71.6,73,8,10.29,clear sky
504,Utica,US,43.1,-75.23,55.4,93,90,3.44,moderate rain
505,Hvide Sande,DK,56.0,8.13,55.0,77,78,6.04,broken clouds
506,Biak,ID,-0.91,122.88,83.39,70,57,5.5,heavy intensity rain
507,Puerto Colombia,CO,10.99,-74.95,84.2,83,40,3.36,scattered clouds
508,Kupang,ID,-10.17,123.58,95.0,44,20,12.75,few clouds
509,Semey,KZ,50.41,80.23,37.4,69,0,8.95,clear sky
510,Kabelvag,NO,68.21,14.48,48.2,100,26,5.82,scattered clouds
511,Ocampo,MX,21.65,-101.5,48.27,85,80,7.2,broken clouds
512,Shimoda,JP,34.67,138.95,71.6,64,40,11.41,scattered clouds
513,Atoyac,MX,20.02,-103.53,68.0,56,75,8.05,broken clouds
514,Kitui,KE,-1.37,38.01,63.79,85,99,6.4,overcast clouds
515,Bollnas,SE,61.35,16.39,51.22,92,82,2.17,broken clouds
516,Ormara,PK,25.21,64.64,84.36,40,0,8.12,clear sky
517,Vardo,NO,70.37,31.11,46.4,100,40,6.93,scattered clouds
518,Allonnes,FR,47.97,0.16,59.0,93,90,2.24,overcast clouds
519,Chake Chake,TZ,-5.25,39.77,76.6,78,90,5.23,overcast clouds
520,Along,IN,28.17,94.77,87.96,53,8,1.59,clear sky
521,Zabolotiv,UA,48.47,25.29,53.6,93,75,11.18,light intensity shower rain
522,Calama,CL,-22.47,-68.93,48.2,23,0,13.87,clear sky
523,Ginda,IN,30.69,78.49,75.2,73,20,3.15,haze
524,Danielskuil,ZA,-28.19,23.54,40.44,46,0,9.64,clear sky
525,Tandil,AR,-37.32,-59.13,55.99,72,0,1.01,clear sky
526,Pavlodar,KZ,52.3,76.95,39.2,69,1,4.47,clear sky
527,Lavumisa,SZ,-27.31,31.89,59.7,85,100,3.65,overcast clouds
528,Redlands,US,34.06,-117.18,91.4,15,5,9.17,clear sky
529,Caluquembe,AO,-13.78,14.68,54.73,81,100,2.55,overcast clouds
530,Balozi,LV,56.88,24.12,41.0,100,40,2.24,fog
531,Bria,CF,6.54,21.99,68.32,94,99,1.54,overcast clouds
532,Nyurba,RU,63.28,118.33,36.77,73,100,4.7,overcast clouds
533,Richards Bay,ZA,-28.78,32.04,62.13,81,90,2.8,light rain
534,Mpika,ZM,-11.83,31.45,59.7,79,85,4.97,overcast clouds
535,Lavrentiya,RU,65.58,-171.0,35.83,84,0,4.09,clear sky
536,Sergeyevka,KZ,53.88,67.42,46.63,60,3,3.2,clear sky
537,Huarmey,PE,-10.07,-78.15,61.79,85,80,7.9,broken clouds
538,Solomenskoye,RU,44.22,44.35,58.3,58,83,18.05,broken clouds
539,Eldoret,KE,0.52,35.27,51.8,93,18,4.7,few clouds
540,Mucuri,BR,-18.09,-39.55,73.53,87,0,7.85,clear sky
541,Uruguaiana,BR,-29.75,-57.09,66.2,77,3,5.82,clear sky
542,Poco Verde,BR,-10.71,-38.18,64.98,94,0,4.41,clear sky
543,Mezen,RU,65.85,44.24,42.6,96,29,5.55,scattered clouds
544,Kudamatsu,JP,34.0,131.87,75.99,73,75,4.7,broken clouds
545,Bianzhuang,CN,34.85,118.04,72.7,51,0,8.41,clear sky
546,Kudahuvadhoo,MV,2.67,72.89,82.72,74,100,8.79,overcast clouds
547,Kefamenanu,ID,-9.45,124.48,91.51,31,44,14.12,scattered clouds
548,Myaundzha,RU,63.05,147.19,45.23,57,100,16.51,overcast clouds
549,Yegorlykskaya,RU,46.57,40.66,56.48,60,100,24.45,overcast clouds
550,Howard Springs,AU,-12.5,131.05,93.0,49,40,11.41,scattered clouds
551,Gloversville,US,43.05,-74.34,57.99,97,100,3.0,moderate rain
552,Takoradi,GH,4.88,-1.76,75.29,92,74,9.51,broken clouds
553,Ilulissat,GL,69.22,-51.1,28.4,63,59,8.05,light snow
554,Whitehorse,CA,60.72,-135.05,44.6,52,90,8.05,overcast clouds
555,Jinxiang,CN,22.86,115.7,89.01,71,32,8.79,scattered clouds
556,Bisho,ZA,-32.85,27.44,50.0,81,9,6.93,clear sky
557,Ilek,RU,51.53,53.38,53.28,62,0,9.15,clear sky
558,Coahuayana,MX,18.73,-103.68,78.17,83,99,1.07,light rain
559,Pecos,US,31.42,-103.49,64.4,25,1,8.05,clear sky
560,Stephenville,US,32.22,-98.2,64.99,38,0,1.01,clear sky
561,Kharakvasla,IN,18.43,73.77,75.56,75,84,4.7,broken clouds
562,Ingham,US,42.6,-84.38,51.01,81,75,6.6,broken clouds
563,Pimienta,HN,15.28,-87.97,68.0,100,75,4.7,thunderstorm
564,Indramayu,ID,-6.33,108.32,87.76,56,21,13.62,few clouds
565,Zuenoula,CI,7.43,-6.04,70.29,98,100,3.09,light rain
566,Donegal,IE,54.65,-8.12,54.84,93,100,6.11,moderate rain
567,Haapiti,PF,-17.57,-149.87,79.74,75,0,20.29,clear sky
568,Kalya,IN,12.98,77.18,69.8,100,75,4.7,mist
569,Kyshtovka,RU,56.55,76.63,40.69,74,94,9.26,overcast clouds
570,Galeana,MX,24.83,-100.07,53.01,61,5,1.99,clear sky
571,Farafangana,MG,-22.82,47.83,69.55,82,4,7.92,clear sky
572,Diamantina,BR,-18.25,-43.6,65.3,63,0,5.73,clear sky
573,Yamada,JP,39.47,141.95,66.27,65,97,8.81,overcast clouds
574,Tutoia,BR,-2.76,-42.27,79.34,79,63,15.48,broken clouds
575,Piripiri,BR,-4.27,-41.78,69.01,93,51,2.08,broken clouds
576,Canatlan,MX,24.52,-104.78,52.25,74,0,4.27,clear sky
577,Namibe,AO,-15.2,12.15,63.07,82,95,5.48,overcast clouds
578,Lukovetskiy,RU,64.3,41.92,41.0,93,20,2.24,few clouds
579,Tezu,IN,27.92,96.17,89.56,47,15,2.71,few clouds
580,Octeville,FR,49.63,-1.64,57.99,93,90,5.82,overcast clouds
581,Mumford,GH,5.26,-0.76,75.61,92,96,11.03,overcast clouds
582,Saint Anthony,US,45.02,-93.22,55.99,62,1,5.82,clear sky
583,Kedrovyy,RU,56.17,91.82,33.8,80,17,4.47,few clouds
584,Jieshi,CN,22.81,115.83,89.01,71,33,10.22,scattered clouds
585,George Town,MY,5.41,100.34,86.0,74,20,2.24,light rain
586,Xinzhi,CN,36.5,111.7,70.84,53,87,5.93,overcast clouds
587,Jalu,LY,29.03,21.55,73.58,69,0,7.25,clear sky
588,Tinalmud,PH,13.59,122.88,86.07,67,100,3.24,overcast clouds
589,Camana,PE,-16.62,-72.71,60.75,78,89,6.51,overcast clouds
590,Inta,RU,66.03,60.17,45.18,91,31,15.48,scattered clouds
591,Zambezi,ZM,-13.54,23.1,67.08,77,100,4.54,overcast clouds
592,Barkhan,PK,29.9,69.53,79.59,26,0,3.71,clear sky
593,Garissa,KE,-0.45,39.64,74.91,76,49,14.23,scattered clouds
594,Lensk,RU,60.73,114.93,38.32,71,100,3.44,overcast clouds
595,Thinadhoo,MV,0.53,72.93,83.57,74,100,8.5,overcast clouds
596,Coolum Beach,AU,-26.53,153.1,73.0,59,55,4.0,light rain
597,Beidao,CN,34.57,105.89,62.2,73,100,3.47,overcast clouds
598,Matagami,CA,49.75,-77.63,50.0,93,90,6.93,overcast clouds
599,Thai Nguyen,VN,21.59,105.84,87.8,66,40,4.7,scattered clouds
600,Lodingen,NO,68.41,16.0,45.0,100,6,4.7,fog
601,Ca Mau,VN,9.18,105.15,89.94,59,70,9.73,broken clouds
602,Mbaiki,CF,3.87,17.99,67.62,99,90,1.77,overcast clouds
603,Puerto Narino,CO,-3.77,-70.38,75.2,100,75,3.36,broken clouds
604,Saint-Joseph,RE,-21.37,55.62,75.2,57,16,2.24,few clouds
605,Wenling,CN,28.37,121.36,80.01,64,11,10.87,few clouds
606,Campbell River,CA,50.02,-125.24,60.8,93,40,2.24,fog
607,Minbu,MM,20.18,94.88,86.54,68,15,8.12,few clouds
608,Banda Aceh,ID,5.56,95.32,86.07,62,80,3.36,broken clouds
609,Udaipura,IN,23.08,78.5,81.77,67,17,5.39,few clouds
610,Vestmanna,FO,62.16,-7.17,50.0,87,98,24.16,overcast clouds
611,Quatre Cocos,MU,-20.21,57.76,73.0,83,75,11.41,broken clouds
612,Qaqortoq,GL,60.72,-46.03,30.2,42,0,2.24,clear sky
613,Kibala,TD,9.11,18.35,77.0,94,20,7.56,thunderstorm
614,Namatanai,PG,-3.67,152.43,83.97,74,96,5.93,light rain
615,Kodinsk,RU,58.69,99.18,38.48,71,0,5.99,clear sky
616,Kaeo,NZ,-35.1,173.78,61.0,59,87,10.0,overcast clouds
617,Beloha,MG,-25.17,45.05,70.7,84,57,10.13,broken clouds
618,Raton,US,36.9,-104.44,60.8,21,1,4.7,clear sky
619,Chapleau,CA,47.84,-83.4,43.83,97,93,3.18,overcast clouds
620,Saint-Georges,GD,12.06,-61.75,82.4,83,20,14.99,few clouds
621,Brightwater,NZ,-41.38,173.12,53.01,46,73,8.01,broken clouds
622,Alyangula,AU,-13.85,136.42,91.4,49,40,11.41,scattered clouds
623,Manggar,ID,-2.88,108.27,84.81,70,55,14.45,broken clouds
624,Fort Nelson,CA,58.81,-122.7,42.8,70,20,3.36,few clouds
625,Kampong Thum,KH,12.71,104.89,88.21,65,98,3.33,overcast clouds
626,Ngunguru,NZ,-35.62,174.5,61.0,59,87,10.0,overcast clouds
627,Pemangkat,ID,1.17,108.97,86.0,64,69,5.3,broken clouds
628,Port Hardy,CA,50.7,-127.42,55.4,100,40,2.24,scattered clouds
629,Sassandra,CI,4.95,-6.08,75.07,93,99,8.75,light rain
630,Tongling,CN,30.95,117.78,76.82,58,1,9.53,clear sky
631,Sangar,RU,63.92,127.47,36.5,79,67,4.43,broken clouds
632,Marrakesh,MA,31.63,-8.01,69.8,68,30,2.24,scattered clouds
633,Xiamen,CN,24.48,118.08,71.6,94,90,8.95,light rain
634,Kintinku,TZ,-5.88,35.23,64.4,82,20,11.41,few clouds
635,Berea,US,41.37,-81.85,55.4,82,90,4.7,overcast clouds
636,Black River,JM,18.03,-77.85,78.8,88,20,3.36,thunderstorm
637,Lasa,IT,46.62,10.7,44.6,100,20,5.82,few clouds
638,Great Falls,US,47.5,-111.3,62.6,36,1,14.99,clear sky
639,Newark,US,40.74,-74.17,72.0,94,90,6.93,light rain
640,Gainesville,US,29.65,-82.32,62.01,100,1,4.7,clear sky
641,Mecca,SA,21.43,39.83,80.82,68,0,1.83,clear sky
642,Nikel,RU,69.41,30.22,48.2,93,76,11.41,broken clouds
643,Pilar,BR,-9.6,-35.96,71.6,94,40,2.24,scattered clouds
644,Pitanga,BR,-24.76,-51.76,67.66,79,1,4.16,clear sky
645,Sobolevo,RU,54.43,31.9,49.8,71,81,9.93,broken clouds
646,Slave Lake,CA,55.28,-114.77,53.6,58,1,13.87,clear sky
647,Arlit,NE,18.74,7.39,89.8,12,70,5.99,broken clouds
648,Iwaki,JP,37.05,140.88,75.99,63,16,7.0,few clouds
649,Beisfjord,NO,68.38,17.6,42.8,100,19,4.7,fog
650,Kaura Namoda,NG,12.59,6.58,74.73,81,10,10.58,clear sky
651,Ukiah,US,39.15,-123.21,75.2,31,1,1.45,haze
652,Belyy,RU,55.84,32.94,47.08,69,84,7.23,broken clouds
653,Patnos,TR,39.23,42.86,54.27,52,5,1.61,clear sky
654,El Fuerte,MX,26.42,-108.62,85.28,64,0,2.89,clear sky
655,Eyl,SO,7.98,49.82,80.13,69,91,16.53,overcast clouds
656,Itanhem,BR,-17.17,-40.33,67.95,91,4,4.29,clear sky
657,Villazon,BO,-22.09,-65.59,51.66,38,0,6.53,clear sky
658,Da Nang,VN,16.07,108.22,91.4,59,20,4.7,few clouds
659,Winslow,US,35.02,-110.7,57.2,11,1,6.93,clear sky
660,Sarkikaraagac,TR,38.08,31.37,55.45,72,0,4.83,clear sky
661,Bubaque,GW,11.28,-15.83,81.66,80,73,8.08,broken clouds
662,Marzuq,YE,14.4,46.47,77.18,30,57,4.45,broken clouds
663,Ocotal,NI,13.63,-86.48,69.28,88,79,0.43,broken clouds
664,Darhan,MN,49.49,105.92,49.28,51,100,22.21,light rain
665,Vila Franca Do Campo,PT,37.72,-25.43,64.4,72,20,4.7,few clouds
666,Cobija,BO,-11.03,-68.77,72.66,95,100,2.44,overcast clouds
667,Killybegs,IE,54.63,-8.45,53.01,96,100,1.99,light rain
668,Ryotsu,JP,38.08,138.43,71.6,64,40,9.17,scattered clouds
669,Leningradskiy,RU,69.38,178.42,37.74,76,93,4.29,overcast clouds
670,Smolensk,RU,55.0,33.0,46.71,70,2,8.68,light rain
671,Muli,MV,2.92,73.57,82.33,76,98,8.72,very heavy rain
672,Gornopravdinsk,RU,60.05,69.9,45.09,93,100,6.6,overcast clouds
673,Acapulco,MX,16.86,-99.89,80.04,82,85,3.44,overcast clouds
674,Yola,NG,9.2,12.48,70.65,94,84,1.63,broken clouds
675,Marawi,PH,8.0,124.29,84.99,74,9,5.01,clear sky
676,Grand Baie,MU,-20.02,57.58,73.0,80,85,5.99,light rain
677,Emba,KZ,48.83,58.14,56.77,38,0,11.34,clear sky
678,Ornskoldsvik,SE,63.29,18.72,50.0,100,90,1.12,fog
679,Nortelandia,BR,-14.45,-56.8,81.05,33,44,2.46,scattered clouds
680,Horki,BY,54.29,30.98,51.22,72,97,11.63,overcast clouds
681,Auray,FR,47.67,-2.99,59.0,96,99,1.01,overcast clouds
682,Moree,AU,-29.47,149.85,64.4,55,90,17.22,light rain
683,Ixtapa,MX,20.7,-105.2,84.2,83,40,1.66,scattered clouds
684,Badarwas,IN,24.97,77.57,84.74,49,0,8.14,clear sky
685,Irbil,IQ,36.19,44.01,69.8,21,0,6.93,clear sky
686,Marsh Harbour,BS,26.54,-77.06,83.39,78,47,13.33,scattered clouds
687,Quelimane,MZ,-17.88,36.89,77.0,88,40,6.93,scattered clouds
688,Sawakin,SD,19.11,37.33,84.2,63,0,3.53,clear sky
